,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
918,918,5.0,0.9821000099182129,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",Merge remote-tracking branch origin/master into kneth/object-store/results/BYE BYE finalizer (#3144) NativeObject Interface * NativeObject is an interface now. The implementation should supply a function to return a native deallocator pointer as well. * NativeObjectReference doesnt necessarily to know the pointer type anymore since it can always get a pointer to the deallocator function. Use phantom reference and daemon thread to replace finalizer for destruct native objects. * The phantom reference pool is implemented as a linked list which suppose to be fast insertion/removal. * A daemon thread is created to monitor and free all phantom reference. * Delayed disposal before native object creation is not needed any more. * SharedGroup still gets freed in the caller thread with a lock on context. * Native object needs to pass a destruction function pointer in addition to the native object pointer./
919,919,5.0,0.9817000031471252,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",BYE BYE finalizer (#3144) NativeObject Interface * NativeObject is an interface now. The implementation should supply a function to return a native deallocator pointer as well. * NativeObjectReference doesnt necessarily to know the pointer type anymore since it can always get a pointer to the deallocator function. Use phantom reference and daemon thread to replace finalizer for destruct native objects. * The phantom reference pool is implemented as a linked list which suppose to be fast insertion/removal. * A daemon thread is created to monitor and free all phantom reference. * Delayed disposal before native object creation is not needed any more. * SharedGroup still gets freed in the caller thread with a lock on context. * Native object needs to pass a destruction function pointer in addition to the native object pointer./
920,920,5.0,0.9817000031471252,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",BYE BYE finalizer (#3144) NativeObject Interface * NativeObject is an interface now. The implementation should supply a function to return a native deallocator pointer as well. * NativeObjectReference doesnt necessarily to know the pointer type anymore since it can always get a pointer to the deallocator function. Use phantom reference and daemon thread to replace finalizer for destruct native objects. * The phantom reference pool is implemented as a linked list which suppose to be fast insertion/removal. * A daemon thread is created to monitor and free all phantom reference. * Delayed disposal before native object creation is not needed any more. * SharedGroup still gets freed in the caller thread with a lock on context. * Native object needs to pass a destruction function pointer in addition to the native object pointer./
921,921,5.0,0.98580002784729,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",Use getTargetTable to build query on linkview otherwise RealmQueryTests.findFirst() will fail because it compares the row with the tables name first./Move TableOrView.NO_MATCH to Table/BYE BYE finalizer (#3144) NativeObject Interface * NativeObject is an interface now. The implementation should supply a function to return a native deallocator pointer as well. * NativeObjectReference doesnt necessarily to know the pointer type anymore since it can always get a pointer to the deallocator function. Use phantom reference and daemon thread to replace finalizer for destruct native objects. * The phantom reference pool is implemented as a linked list which suppose to be fast insertion/removal. * A daemon thread is created to monitor and free all phantom reference. * Delayed disposal before native object creation is not needed any more. * SharedGroup still gets freed in the caller thread with a lock on context. * Native object needs to pass a destruction function pointer in addition to the native object pointer./
922,922,6.0,0.8944000005722046,"test, summary, file, write, read, key, update, revision_pulle, use, closes_differential, would, test_plan, iterator, change, android, call, case, add, also, fix",Modify Java docs and comments. (#4124) * Remove unnecessary an addtional space. * Modify Java docs and comments. * PR feedback. * PR feedback./Remove final modifier from all major classes. (#3911)/Move TableOrView.NO_MATCH to Table/
923,923,7.0,0.944100022315979,"test_plan, test, summary, file, revision, compaction, use, new, review, change, make, reviewer, differential_revision, level, option, write, also, case, add, unit_test",Merge remote-tracking branch origin/master into kneth/object-store/results/Expose schemaVersion in SyncConfig (#4058)/Deliver the callbacks for async transaction/Remove final modifier from all major classes. (#3911)/Remove commitTransaction(boolean)/Nh/fixes 3732 insertOrUpdate using other Realm (#3755)/
924,924,3.0,0.9524999856948853,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size",Add the underlying information on RealmFileException. (#3940) Add the underlying information on RealmFileException to help investigating Incompatible lock file issue./Nh/objectstore userstore (#3838) * Add a UserStore based on ObjectStore implementation/WiP start using Object Stores Results class/
925,925,15.0,0.9269000291824341,"test, use, android, summary, also, change, support, new, compaction, key, test_plan, file, call, type, would, fix, check, add, option, revision_pulle",More docs for RealmNotifier Also added one more test case for it./Only trigger realm notifier when version changed/Clear the memory ownership for RowNotifier/
926,926,3.0,0.9049999713897705,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size",Nh/objectstore userstore (#3838) * Add a UserStore based on ObjectStore implementation/WiP start using Object Stores Results class/
927,927,18.0,0.9711999893188477,"summary, option, test_plan, change, add, file, make, support, use, test, commit, main_java, allow, set, also, git_svn, new, closes_differential, write, harmony_xnet","Update core to 2.3.0 (#3970) Also update object-store to 99570ba6e0 . * Adapt changes from sync Client::set_error_handler is removed. Session error handler signature changed. * Session error handler called after destruction According to the doc of Session::set_error_handler, the error handler could be called after the session object is destroyed. That is a problem since the java session object can be destroyed at that time. Use a weak_ptr of JavaGlobalRef in the lambda to solve the problem. * Ignore unknown category error from sync/"
928,928,5.0,0.9829999804496765,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/improve performance of getters and setters in proxy classes (#4206) * improve performance of getters and setters in proxy classes This change is a part of fixes of * removed unused argment * Update CHANGELOG.md/"
929,929,5.0,0.9829999804496765,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/improve performance of getters and setters in proxy classes (#4206) * improve performance of getters and setters in proxy classes This change is a part of fixes of * removed unused argment * Update CHANGELOG.md/"
930,930,5.0,0.983299970626831,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Introduce DynamicRealmObject#linkingObjects(String srcClassName, String srcFieldName) (#4492)/Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/improve performance of getters and setters in proxy classes (#4206) * improve performance of getters and setters in proxy classes This change is a part of fixes of * removed unused argment * Update CHANGELOG.md/"
931,931,5.0,0.9750000238418579,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/"
932,932,5.0,0.9750000238418579,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/"
933,933,5.0,0.9750000238418579,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/"
934,934,11.0,0.8812000155448914,"summary, test, file, change, write, closes_differential, revision_pulle, test_plan, use, call, make, also, compaction, would, option, add, case, differential_revision, run, update",Correctly report Client Reset (#4313)/Using ObjectStore SyncManager & Session (#4214) Using ObjectStores SyncManager & Session/
935,935,5.0,0.9789000153541565,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",Fine grained locks for RealmCache (#4551) Separated lock for different RealmConfiguration instead of one lock on the RealmCache class. So Opening Realm instances from different configurations wont block each other. DynamicRealm which is created during opening type Realm will not be associated to any RealmCache to avoid recursive locks and multiple times initial block. (Also make the code easier.) This is for and part of implementation of ./fix API incompatibility introduced in 3.1.0 (#4455)/Refactor Schemas into separate native and realm-based implementations (#4382) * Refactor Schemas into separate native and realm-based implementations * Fix all tests * Respond to PR comments * Temporary (git add .) kludge to fix visiblity problem/
936,936,5.0,0.7171000242233276,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Introduce DynamicRealmObject#linkingObjects(String srcClassName, String srcFieldName) (#4492)/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/Deprecate distinctXxx methods of RealmResults (#4210)/Enable listeners on RealmList (#4216) The RealmList holds a Collection which is used for listeners. Other RealmList APIs are still calling from LinkView./Add OrderedRealmCollectionSnapshot (#4172) Introduce OrderedRealmCollectionSnapshot as another type of OrderedRealmCollection. A snapshot can be created from RealmResults or RealmList. A snapshot is backed by a snapshot of OS Results. So the snapshot itself wont be updated. The size and order stay the same forever (elements inside are still live objects.). Since the RealmResults is auto-updated all the time, snapshot will be usefull when changing the results in a simple loops. This commit also moves the common code from RealmResults to OrderedRealmCollectionImpl since those can be shared with snapshot implementation. Implement"
937,937,5.0,0.9876999855041504,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Hide StandardRealmSchema class from public API. (#4444) fixes * add package private methods to RealmSchema instead of BaseRealm.getSchemaInternal()./refactor internal method name in RealmSchema (#4429)/Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Refactor Schemas into separate native and realm-based implementations (#4382) * Refactor Schemas into separate native and realm-based implementations * Fix all tests * Respond to PR comments * Temporary (git add .) kludge to fix visiblity problem/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/Fix error message to show correct character limit and minor grammar fix/"
938,938,5.0,0.9049999713897705,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/"
939,939,8.0,0.9218999743461609,"android, use, update, commit, key, add, test, support, summary, file, fix, change, type, write, would, new, call, test_plan, make, instead","Clean up SharedRealm source Remove unused methods. Fix double negatives. Use auto& to avoid creating temp objects./Rename Context to NativeContext (#4597)/Dont reset SharedRealm ptr (#4478) Keep the SharedRealm ptr valid when close it. To allow the is_closed checking could throw in the Object Store and it can be converted to a friendly Java exception. Check if SharedRealm is closed when create collection iterator. Throw an ISE if it is. Fix ./Refactor Schemas into separate native and realm-based implementations (#4382) * Refactor Schemas into separate native and realm-based implementations * Fix all tests * Respond to PR comments * Temporary (git add .) kludge to fix visiblity problem/Add detailed notification for RealmObject (#4331) See Add ObjectChangeSet & RealmObjectChangeListener. Add OsObject to wrap ObjectStores Object for notifications. No more false positive notifications for RealmObject. Use ObserverPairList in ProxyState instead of normal list to solve the potential listener removal problems which is handled well by the ObserverPairList. Fix tests./Using ObjectStore SyncManager & Session (#4214) Using ObjectStores SyncManager & Session/RealmResults is always live-to-updated This is the precondition of fine grained notifications. OS will trigger the collection notification immediately when transaction begins on the local thread to compute the change set if there is any. This conflicts with Javas original RealmResults behavior the original RealmResults would only be synced in the next event loop. Also, there are some edge cases dont work well with the original RealmResults behavior, see details in So: RealmResults becomes always up-to-date again which means it will never contains a invalid row. Behavior of iteration on a RealmResults still just works, it will just iterate on snapshot of collection. This means user can still delete elements from a RealmResults inside iteration. Deletion & Modification on RealmResults in simple-for-loop wont work as expected if the changes will impact the order/elements of the results. This could be solved by the future new Collection type RealmCollectionSnapshot. Add Collection.load() and Collection.isLoaded() to support java sync queries. Test fix. wont be an issue anymore since the RealmResults is always up to date and it wont contain any invalid rows. So remove the related tests. Failure tests caused by listener being triggred with beginTransaction() Remove realmResultsListenerAddedAfterCommit. when add listener to the OS Results after commit transaction, the OS CollectionNotifier will be created at the SharedGroup version of transaction committed. So the listener wont be called anymore since the all changes already exist in current SharedGroup./Dont remove callback in AndroidRealmNotifier We still have to ensure the async transaction callbacks delivered./"
940,940,6.0,0.5246000289916992,"test, summary, file, write, read, key, update, revision_pulle, use, closes_differential, would, test_plan, iterator, change, android, call, case, add, also, fix",Rename Context to NativeContext (#4597)/
941,941,6.0,0.9049999713897705,"test, summary, file, write, read, key, update, revision_pulle, use, closes_differential, would, test_plan, iterator, change, android, call, case, add, also, fix","Rename Context to NativeContext (#4597)/Fix warnings from error prone plugin (#4339) This PR does not add the plugin, just fix the warnings. Ill add the plugin in another PR with suppressing some warnings./"
942,942,6.0,0.5246000289916992,"test, summary, file, write, read, key, update, revision_pulle, use, closes_differential, would, test_plan, iterator, change, android, call, case, add, also, fix",Rename Context to NativeContext (#4597)/
943,943,5.0,0.9136000275611877,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",Rename Context to NativeContext (#4597)/Use target table to create snapshot from LinkView (#4556) Fix . Remove useless confusing `LinkView.getTable()`./
944,944,5.0,0.9865999817848206,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","fix API incompatibility introduced in 3.1.0 (#4455)/Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Refactor Schemas into separate native and realm-based implementations (#4382) * Refactor Schemas into separate native and realm-based implementations * Fix all tests * Respond to PR comments * Temporary (git add .) kludge to fix visiblity problem/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/Fix error message to show correct character limit and minor grammar fix/"
945,945,12.0,0.9320999979972839,"test, summary, file, test_plan, add, level, new, change, use, revision, fix, support, compaction, make, set, write, instead, also, unit_test, reviewer",Set log level for core logger bridge (#4389) Set the all core logger bridges log level with the global log level. Fix
946,946,5.0,0.9904999732971191,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Fine grained locks for RealmCache (#4551) Separated lock for different RealmConfiguration instead of one lock on the RealmCache class. So Opening Realm instances from different configurations wont block each other. DynamicRealm which is created during opening type Realm will not be associated to any RealmCache to avoid recursive locks and multiple times initial block. (Also make the code easier.) This is for and part of implementation of ./removed nested try-finally/address findbugs warnings/dispose OsRealmObjectSchema in OsRealmSchema.Creator/Fix OsRealmSchema leak (#4422)/refactor internal method name in RealmSchema (#4429)/Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Refactor Schemas into separate native and realm-based implementations (#4382) * Refactor Schemas into separate native and realm-based implementations * Fix all tests * Respond to PR comments * Temporary (git add .) kludge to fix visiblity problem/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/Using ObjectStore SyncManager & Session (#4214) Using ObjectStores SyncManager & Session/"
947,947,5.0,0.9320999979972839,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check",Use `clang-format` to format C++ code (#4307) * Formatting C++ source code using clang-format using cores rules. * How to format C++ code * Curly braces around single lines/
948,948,8.0,0.8098999857902527,"android, use, update, commit, key, add, test, support, summary, file, fix, change, type, write, would, new, call, test_plan, make, instead",KeepMember OsObject.notifyChangeListeners Fix Use release assertion when finding java method./Using ObjectStore SyncManager & Session (#4214) Using ObjectStores SyncManager & Session/
949,949,19.0,0.7457000017166138,"file, readseq_micro, summary, compaction, change, make, value, level, revision_pulle, new, test, call, option, closes_differential, need, use, user, test_plan, key, write","Create ProxyUtils class to simplify proxies (#4942) Move a simple task to a utility class, to reduce Proxy code size/Let Object Store handle table creations (#4674) This tries to progressively move more things about schemas to Object Store. First the concept of Schema in Object Store is not the same as what we have in Java. It is very much just a schema information holder and wont take care of the schema modifications. That says it is more like the ColumnIndices cache in the Java binding. So this commit try to: Instead of inheriting from the RealmSchema, change the OsRealmSchema/OsRealmObjectSchema to OsSchemaInfo/OsObjectSchemaInfo. They behave as a simple Java wrapper to the relevant OS objects. Add functions to Proxy classes which will create its own OsObjectSchemaInfo and those info can be used to create a OsSchemaInfo through the mediator. Call `SharedRealm.updateSchema` with the OsSchemaInfo which is got from the proxy interface to do table initialization. This will also fix a minor bug we have before, All tables are created even if the class is not in the module. Migration is still handled in the old way, and it will be solved in the future, to let Object Store handle it. ColumnIndices are still kept for now, but it should be computed from the OsSchemaInfo/OsObjectSchemaInfo in the future./Clean up the Proxies a bit, in prep for RealmInteger mods (#4770) * Clean up the Proxies a bit, in prep for RealmInteger mods/LinkingObject queries (#4519) Refactor ColumnInfo and ColumnIndices for better control Refactor ColumnIndices to support new schema Refactor ColumnInfor to support new schema Refactor ProxyGeneration to support new Schema Refactor RealmQuery to support backlinked queries Code complete Static analysis tests passing Fix copy bug in ColumnIndices All non-backlink tests passing; All non-test FIXMEs gone Refactor all field parsing into the FieldDescriptor class Fix threading bugs in RunInLooperThread rule Standardize test timeouts Native isEmpty and isNotEmpty need to be taught about backlinks I believe all remaining work is C/C++ Disable Backlink Queries Respond to comments Revert createDynamicBacklinkResults signature Remove single leading space on line 1206 ins RealmQueryTests.java/"
950,950,19.0,0.7458000183105469,"file, readseq_micro, summary, compaction, change, make, value, level, revision_pulle, new, test, call, option, closes_differential, need, use, user, test_plan, key, write","Create ProxyUtils class to simplify proxies (#4942) Move a simple task to a utility class, to reduce Proxy code size/Let Object Store handle table creations (#4674) This tries to progressively move more things about schemas to Object Store. First the concept of Schema in Object Store is not the same as what we have in Java. It is very much just a schema information holder and wont take care of the schema modifications. That says it is more like the ColumnIndices cache in the Java binding. So this commit try to: Instead of inheriting from the RealmSchema, change the OsRealmSchema/OsRealmObjectSchema to OsSchemaInfo/OsObjectSchemaInfo. They behave as a simple Java wrapper to the relevant OS objects. Add functions to Proxy classes which will create its own OsObjectSchemaInfo and those info can be used to create a OsSchemaInfo through the mediator. Call `SharedRealm.updateSchema` with the OsSchemaInfo which is got from the proxy interface to do table initialization. This will also fix a minor bug we have before, All tables are created even if the class is not in the module. Migration is still handled in the old way, and it will be solved in the future, to let Object Store handle it. ColumnIndices are still kept for now, but it should be computed from the OsSchemaInfo/OsObjectSchemaInfo in the future./Clean up the Proxies a bit, in prep for RealmInteger mods (#4770) * Clean up the Proxies a bit, in prep for RealmInteger mods/LinkingObject queries (#4519) Refactor ColumnInfo and ColumnIndices for better control Refactor ColumnIndices to support new schema Refactor ColumnInfor to support new schema Refactor ProxyGeneration to support new Schema Refactor RealmQuery to support backlinked queries Code complete Static analysis tests passing Fix copy bug in ColumnIndices All non-backlink tests passing; All non-test FIXMEs gone Refactor all field parsing into the FieldDescriptor class Fix threading bugs in RunInLooperThread rule Standardize test timeouts Native isEmpty and isNotEmpty need to be taught about backlinks I believe all remaining work is C/C++ Disable Backlink Queries Respond to comments Revert createDynamicBacklinkResults signature Remove single leading space on line 1206 ins RealmQueryTests.java/"
951,951,10.0,0.5329999923706055,"summary, test, test_plan, file, add, support, make, new, run, revision, compaction, use, also, fix, call, option, differential_revision, case, change, revision_pulle","Counters: Merge MutableRealmIntegers Feature (#5017) * Counters: Partial implementations * Counters: Wired to core (#4953) * Counters: Required, Index and Documentation (#4969) * Add tests for and * Document ManagedRealmInteger * Counters: JSON for MutableRealmIntegers (#5007) * Clean up documentation/Create ProxyUtils class to simplify proxies (#4942) Move a simple task to a utility class, to reduce Proxy code size/Let Object Store handle table creations (#4674) This tries to progressively move more things about schemas to Object Store. First the concept of Schema in Object Store is not the same as what we have in Java. It is very much just a schema information holder and wont take care of the schema modifications. That says it is more like the ColumnIndices cache in the Java binding. So this commit try to: Instead of inheriting from the RealmSchema, change the OsRealmSchema/OsRealmObjectSchema to OsSchemaInfo/OsObjectSchemaInfo. They behave as a simple Java wrapper to the relevant OS objects. Add functions to Proxy classes which will create its own OsObjectSchemaInfo and those info can be used to create a OsSchemaInfo through the mediator. Call `SharedRealm.updateSchema` with the OsSchemaInfo which is got from the proxy interface to do table initialization. This will also fix a minor bug we have before, All tables are created even if the class is not in the module. Migration is still handled in the old way, and it will be solved in the future, to let Object Store handle it. ColumnIndices are still kept for now, but it should be computed from the OsSchemaInfo/OsObjectSchemaInfo in the future./Clean up the Proxies a bit, in prep for RealmInteger mods (#4770) * Clean up the Proxies a bit, in prep for RealmInteger mods/LinkingObject queries (#4519) Refactor ColumnInfo and ColumnIndices for better control Refactor ColumnIndices to support new schema Refactor ColumnInfor to support new schema Refactor ProxyGeneration to support new Schema Refactor RealmQuery to support backlinked queries Code complete Static analysis tests passing Fix copy bug in ColumnIndices All non-backlink tests passing; All non-test FIXMEs gone Refactor all field parsing into the FieldDescriptor class Fix threading bugs in RunInLooperThread rule Standardize test timeouts Native isEmpty and isNotEmpty need to be taught about backlinks I believe all remaining work is C/C++ Disable Backlink Queries Respond to comments Revert createDynamicBacklinkResults signature Remove single leading space on line 1206 ins RealmQueryTests.java/"
952,952,8.0,0.5249999761581421,"android, use, update, commit, key, add, test, support, summary, file, fix, change, type, write, would, new, call, test_plan, make, instead",Clean up JsonHelper as prep for RealmInteger (#4795)/
953,953,0.0,0.9049999713897705,"change, summary, file, add, new, compaction, test, make, test_plan, also, differential_revision, implementation, call, use, option, create, delete, value, full, index",Suppress warnings in generated code. (#4779) * Suppress warnings in generated code. * Add compile time flag controlling the SuppressWarnings annotation on generated classes/
954,954,13.0,0.9620000123977661,"test, use, summary, add, test_plan, call, change, new, make, file, revision, run, fix, check, option, case, support, android, set, review",Support stable IDs for sync (#4693) * Support stable IDs for sync A special column to store stable IDs are added by sync. See for details. Calling sync::create_object instead of add_empty_row to create new object. Calling sync::create_table/sync::create_table_with_primary_key instead of add_table to create a new object schema. addPrimaryKey() is not allowed for synced Realm anymore. New API RealmSchema.createWithPrimaryKeyField is added./
955,955,9.0,0.9524999856948853,"file, change, new, use, summary, compaction, make, android, add, test_plan, call, fix, memtable, revision, support, write, level, test, get, flush","Use Object Store to handle schema migration Use Object Store to handle migration. This is for non-synced Realm. Object Store will compare the expected OsSchemaInfo with the current on on the disc. if they dont match, the migration callback supplied by java will called to do manual migration. Update Object Store to 0d0aef97b8/"
956,956,13.0,0.8416000008583069,"test, use, summary, add, test_plan, call, change, new, make, file, revision, run, fix, check, option, case, support, android, set, review",Re-add Sync Progress Notifications (#4415)/Fix admin users not connection correctly to ROS (#4760)/
957,957,0.0,0.6832000017166138,"change, summary, file, add, new, compaction, test, make, test_plan, also, differential_revision, implementation, call, use, option, create, delete, value, full, index",Fix admin users not connection correctly to ROS (#4760)/
958,958,4.0,0.9136000275611877,"file, summary, revision_pulle, closes_differential, case, read, size, compaction, key, make, support, use, call, android, add, option, test_plan, set, also, remove",Returning sessions state (#4821) * Returning sessions state/Fix admin users not connection correctly to ROS (#4760)/
